question_id,folder_name,subject_name,question_type,hint_count
439193a3-0b2e-4132-9818-695c888f98ec,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
168e49bd-111b-4166-9090-1499131b13d3,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
4e43b657-98a5-4707-ad75-9506f48173ad,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
51f51424-08ab-42e1-83ca-9ac42a80367f,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
b7da9298-34bc-4df6-ad7f-6d8d23c24b16,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
f30300f3-a184-4a8d-a413-61d343dab3ba,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
6bd00f44-e093-4781-853b-44d9f42e1ae4,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
a25803b4-080d-4c84-b8be-61a40d085ccb,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
76e7ad36-1aac-4fa2-b737-74cbb2677006,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
5e37145a-36ed-4ac1-b5bd-90a2a3bd1455,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
33878e83-5635-47cf-b207-466d6c5da466,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
ad607235-c2cd-4aea-a7eb-1b5620a49e1e,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
68821b8a-e50b-4cd9-9a86-e5c773f33182,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
372c0ac0-6ba5-40f9-9854-d9890b8695b2,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
fae5385f-3810-4b2d-b7a0-5c03950dc00e,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
edf4458d-9c63-40ff-9344-846487f6c80c,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
8aa67e57-eaad-45e3-958f-b19d8e7c88e1,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
